C:\Users\FABLabLaptop3\Desktop\exports\NDAR_INVT9UU6CM8\Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2.edat2
ExperimentName	Subject	Session	Allowed	Clock.Information	ConsecNonResp[Session]	ConsecRTLess200[Session]	DataFile.Basename	ExperimentVersion	FontStyle	Group	Handedness	Main.RefreshRate	NARGUID	Nontarget	RandomSeed	RunNumber	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	RunTrialNumber[Session]	SessionDate	SessionStartDateTimeUtc	SessionTime	StimuliDir	StudioVersion	SUBID	Target	TotalRespGreater200[Session]	TrialsPerRun[Session]	triggercode	Block	BlockType	ConsecNonResp[Block]	ConsecRTLess200[Block]	ConsecSameResp	ControlAcc	CorrectResponse	Cue2Back.Duration	Cue2Back.DurationError	Cue2Back.FinishTime	Cue2Back.OffsetDelay	Cue2Back.OffsetTime	Cue2Back.OnsetDelay	Cue2Back.OnsetTime	Cue2Back.OnsetToOnsetTime	Cue2Back.StartTime	CueFix.Duration	CueFix.DurationError	CueFix.FinishTime	CueFix.OffsetDelay	CueFix.OffsetTime	CueFix.OnsetDelay	CueFix.OnsetTime	CueFix.OnsetToOnsetTime	CueFix.RTTime	CueFix.StartTime	CueTarget.Duration	CueTarget.DurationError	CueTarget.FinishTime	CueTarget.OffsetDelay	CueTarget.OffsetTime	CueTarget.OnsetDelay	CueTarget.OnsetTime	CueTarget.OnsetToOnsetTime	CueTarget.StartTime	Fix.Duration	Fix.DurationError	Fix.FinishTime	Fix.OffsetDelay	Fix.OffsetTime	Fix.OnsetDelay	Fix.OnsetTime	Fix.OnsetToOnsetTime	Fix.StartTime	Fix15sec.Duration	Fix15sec.DurationError	Fix15sec.FinishTime	Fix15sec.OffsetDelay	Fix15sec.OffsetTime	Fix15sec.OnsetDelay	Fix15sec.OnsetTime	Fix15sec.OnsetToOnsetTime	Fix15sec.StartTime	Procedure[Block]	Run4Block1	Run4Block2	Run4Block3	Run4Block4	Run4Block5	Run4Block6	Run4Block7	Run4Block8	Running[Block]	RunTrialNumber[Block]	Stim.ACC	Stim.CRESP	Stim.Duration	Stim.DurationError	Stim.FinishTime	Stim.OffsetDelay	Stim.OffsetTime	Stim.OnsetDelay	Stim.OnsetTime	Stim.OnsetToOnsetTime	Stim.RESP	Stim.RT	Stim.RTTime	Stim.StartTime	StimType	Stimulus	TargetType	TotalRespGreater200[Block]	TrialsPerRun[Block]	v2ProcList	v2ProcList.Cycle	v2ProcList.Sample	Trial	GetReady2.DurationError	GetReady2.OffsetDelay	GetReady2.OffsetTime	GetReady2.OnsetDelay	GetReady2.OnsetTime	GetReady2.OnsetToOnsetTime	GetReady2.RTTime	Procedure[Trial]	Running[Trial]	Waiting4Scanner2	Waiting4Scanner2.Cycle	Waiting4Scanner2.Sample
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	11	0-Back	0	0	6	78	2,{RIGHTARROW}																													500	0	54807	0	54807	0	54407	0	54309										TrialsPROC	9								v2ProcList	10	1	2,{RIGHTARROW}	2000	0	54307	0	54307	0	52407	2000	2	282	52689	52312	NeutFace	BF02_NC.bmp	lure	8	160	25	1	11													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	12	0-Back	0	0	7	70	1,{LEFTARROW}																													500	-16	57307	0	57307	16	56923	0	56809										TrialsPROC	10								v2ProcList	11	0	1,{LEFTARROW}	2000	0	56807	0	56807	0	54907	2016	2	399	55306	54812	NeutFace	LM242_NC.bmp	target	9	160	25	1	12													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	13							2500	-16	60307	0	60307	16	57923	0	57808	500	-16	57807	0	57807	16	57423	500	0	57309																												Cue2BackPROC									v2ProcList																					26	1	13													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	14	2-Back	1	0	7	70	2,{RIGHTARROW}																													500	-16	62840	0	62840	16	62456	0	62342										TrialsPROC		1							v2ProcList	12	0	2,{RIGHTARROW}	2000	0	62340	0	62340	33	60440	2016		0	0	60376	PosFace	WF05_HO.bmp	nonlure	9	160	27	1	14													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	15	2-Back	0	0	1	70	2,{RIGHTARROW}																													500	0	65356	0	65356	0	64956	0	64858										TrialsPROC		2							v2ProcList	13	1	2,{RIGHTARROW}	2000	0	64856	0	64856	16	62956	2000	2	1139	64095	62913	PosFace	BF018_HO.bmp	nonlure	10	160	27	1	15													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	16	2-Back	0	0	2	70	1,{LEFTARROW}																													500	0	67856	0	67856	0	67456	0	67358										TrialsPROC		3							v2ProcList	14	0	1,{LEFTARROW}	2000	0	67356	0	67356	0	65456	2000	2	333	65789	65361	PosFace	WF05_HO.bmp	target	11	160	27	1	16													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	17	2-Back	1	0	2	70	2,{RIGHTARROW}																													500	0	70372	0	70372	0	69972	0	69873										TrialsPROC		4							v2ProcList	15	0	2,{RIGHTARROW}	2000	0	69872	0	69872	16	67972	2000		0	0	67922	PosFace	BM009_HO.bmp	nonlure	11	160	27	1	17													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	18	2-Back	0	0	1	70	2,{RIGHTARROW}																													500	0	72872	0	72872	0	72472	0	72374										TrialsPROC		5							v2ProcList	16	1	2,{RIGHTARROW}	2000	0	72372	0	72372	0	70472	2000	2	1121	71593	70435	PosFace	31M_HO.bmp	nonlure	12	160	27	1	18													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	19	2-Back	1	0	1	70	2,{RIGHTARROW}																													500	0	75372	0	75372	0	74972	0	74874										TrialsPROC		6							v2ProcList	17	0	2,{RIGHTARROW}	2000	0	74872	0	74872	0	72972	2000		0	0	72889	PosFace	HF05_HO.bmp	nonlure	12	160	27	1	19													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	20	2-Back	0	1	1	70	2,{RIGHTARROW}																													500	0	77872	0	77872	0	77472	0	77374										TrialsPROC		7							v2ProcList	18	1	2,{RIGHTARROW}	2000	0	77372	0	77372	0	75472	2000	2	6	75478	75377	PosFace	BM009_HO.bmp	lure	12	160	27	1	20													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	21	2-Back	0	0	2	70	1,{LEFTARROW}																													500	-16	80372	0	80372	16	79988	0	79874										TrialsPROC		8							v2ProcList	19	0	1,{LEFTARROW}	2000	0	79872	0	79872	0	77972	2016	2	626	78598	77877	PosFace	HF05_HO.bmp	target	13	160	27	1	21													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	22	2-Back	0	0	3	70	2,{RIGHTARROW}																													500	0	82888	0	82888	0	82488	0	82390										TrialsPROC		9							v2ProcList	20	1	2,{RIGHTARROW}	2000	0	82388	0	82388	16	80488	2000	2	623	81111	80377	PosFace	31M_HO.bmp	lure	14	160	27	1	22													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	23	2-Back	0	0	4	70	2,{RIGHTARROW}																													500	0	85388	0	85388	0	84988	0	84890										TrialsPROC		10							v2ProcList	21	1	2,{RIGHTARROW}	2000	0	84888	0	84888	0	82988	2000	2	228	83216	82897	PosFace	BM01_HO.bmp	nonlure	15	160	27	1	23													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	24																																												15000	0	100388	0	100388	0	85488	0	85390	Fix15secPROC									v2ProcList																					28	1	24													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	25																500	-15	100888	0	100888	15	100503	500	0	100389	2500	-15	103388	0	103388	15	101003	0	100958																			Cue0BackPROC									v2ProcList																	38M_FO.bmp				29	1	25													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	26	0-Back	1	0	4	64	1,{LEFTARROW}																													500	0	105903	0	105903	0	105503	0	105405										TrialsPROC			1						v2ProcList	22	0	1,{LEFTARROW}	2000	0	105403	0	105403	15	103503	2000		0	0	103392	NegFace	38M_FO.bmp	target	15	160	30	1	26													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	27	0-Back	2	0	4	67	1,{LEFTARROW}																													500	0	108403	0	108403	0	108003	0	107904										TrialsPROC			2						v2ProcList	23	1	1,{LEFTARROW}	2000	0	107903	0	107903	0	106003	2000	1	730	106733	105908	NegFace	38M_FO.bmp	target	15	160	30	1	27													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	28	0-Back	0	0	1	69	2,{RIGHTARROW}																													500	0	110919	0	110919	0	110519	0	110421										TrialsPROC			3						v2ProcList	24	1	2,{RIGHTARROW}	2000	0	110419	0	110419	16	108519	2000	2	1015	109534	108477	NegFace	HF01_FO.bmp	nonlure	16	160	30	1	28													
Emo_Nback_Behavioral_20161208	1	2	12{LEFTARROW}{RIGHTARROW}	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2115884</Frequency><Timestamp dt:dt="r8">1287460707579</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-03-04T16:52:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	0	0	Emo_Nback_Behavioral_20161208_v2-T9UU6CM8-2	1.0.0.1193	Verdana	1	Right	60.004	T9UU6CM8	2,{RIGHTARROW}	-1029040453	2	Professional	2.0.10.356	2.0.10.356	1	03-04-2018	3/4/2018 4:52:43 PM	11:52:43	WM Stimuli\	2.0.10.252	000	1,{LEFTARROW}	0	160	{^}{SPACE}57{=}	29	0-Back	0	0	2	71	2,{RIGHTARROW}																													500	0	113436	0	113436	0	113036	0	112938										TrialsPROC			4						v2ProcList	25	1	2,{RIGHTARROW}	2000	0	112936	0	112936	17	111036	2000	2	1008	112044	110991	NegFace	WM006_FO.bmp	nonlure	17	160	30	1	29													
