BlockType,TargetType,Stimulus,Stim_CRESP,Block,Run
0-Back,NegFace,Stimuli/39M_FO.bmp,target,7,1
0-Back,NegFace,Stimuli/10F_FO.bmp,lure,7,1
0-Back,NegFace,Stimuli/39M_FO.bmp,target,7,1
Cue2Back,Faces,,,8,1
2-Back,Place,Stimuli/PL_007_92026.bmp,nonlure,8,1
2-Back,Place,Stimuli/PL_007_92026.bmp,lure,8,1
2-Back,Place,Stimuli/PL_010_92038.bmp,nonlure,8,1
2-Back,Place,Stimuli/PL_009_92037.bmp,nonlure,8,1
2-Back,Place,Stimuli/PL_010_92038.bmp,target,8,1
2-Back,Place,Stimuli/PL_009_92037.bmp,taget,8,1
2-Back,Place,Stimuli/PL_008_92033.bmp,nonlure,8,1
2-Back,Place,Stimuli/PL_012_92047.bmp,nonlre,8,1
2-Back,Place,Stimuli/PL_012_92047.bmp,lure,8,1
2-Back,Place,Stimuli/PL_011_92044.bmp,nonlure,8,1
Break,Break,Break,Break,Break,Break
Cue2Back,Faces,,,1,2
2-Back,NegFace,Stimuli/16F_FO.bmp,nonlure,1,2
2-Back,NegFace,Stimuli/1F_FO.bmp,nonlure,1,2
2-Back,NegFace,Stimuli/BM023_FO.bmp,nonlure,1,2
2-Back,NegFace,Stimuli/16F_FO.bmp,lure,1,2
2-Back,NegFace,Stimuli/BM023_FO.bmp,target,1,2
2-Back,NegFace,Stimuli/3F_FO.bmp,nonlure,1,2
2-Back,NegFace,Stimuli/AM05_FO.bmp,nonlure,1,2
2-Back,NegFace,Stimuli/3F_FO.bmp,target,1,2
2-Back,NegFace,Stimuli/WM003_FO.bmp,nonlure,1,2
2-Back,NegFace,Stimuli/AM05_FO.bmp,lure,1,2
Cue0Back,Faces,Stimuli/19F_HO.bmp,target,2,2
0-Back,PosFace,Stimuli/32M_HO.bmp,nonlure,2,2
0-Back,PosFace,Stimuli/BF016_HO.bmp,nonlure,2,2
0-Back,PosFace,Stimuli/BM06_HO.bmp,nonlure,2,2
0-Back,PosFace,Stimuli/BF016_HO.bmp,lure,2,2
0-Back,PosFace,Stimuli/19F_HO.bmp,target,2,2
0-Back,PosFace,Stimuli/32M_HO.bmp,lure,2,2
0-Back,PosFace,Stimuli/20M_HO.bmp,nonlure,2,2
0-Back,PosFace,Stimuli/19F_HO.bmp,target,2,2
0-Back,PosFace,Stimuli/WF007_HO.bmp,nonlure,2,2
0-Back,PosFace,Stimuli/BM06_HO.bmp,lure,2,2
Cue2Back,Faces,,,3,2
2-Back,NeutFace,Stimuli/LM211_NC.bmp,nonlure,3,2
2-Back,NeutFace,Stimuli/AF216_NC.bmp,nonlure,3,2
2-Back,NeutFace,Stimuli/AF216_NC.bmp,lure,3,2
2-Back,NeutFace,Stimuli/WM04_NC.bmp,nonlure,3,2
2-Back,NeutFace,Stimuli/WM04_NC.bmp,lure,3,2
2-Back,NeutFace,Stimuli/14F_NC.bmp,nonlure,3,2
2-Back,NeutFace,Stimuli/AM210_NC.bmp,nonlure,3,2
2-Back,NeutFace,Stimuli/WF02_NC.bmp,nonlure,3,2
2-Back,NeutFace,Stimuli/AM210_NC.bmp,target,3,2
2-Back,NeutFace,Stimuli/WF02_NC.bmp,target,3,2
Cue0Back,Faces,Stimuli/BF10_FO.bmp,target,4,2
0-Back,NegFace,Stimuli/BF10_FO.bmp,target,4,2
0-Back,NegFace,Stimuli/5F_FO.bmp,nonlure,4,2
0-Back,NegFace,Stimuli/BF10_FO.bmp,target,4,2
0-Back,NegFace,Stimuli/33M_FO.bmp,nonlure,4,2
0-Back,NegFace,Stimuli/43M_FO.bmp,nonlure,4,2
0-Back,NegFace,Stimuli/43M_FO.bmp,lure,4,2
0-Back,NegFace,Stimuli/WF034_FO.bmp,nonlure,4,2
0-Back,NegFace,Stimuli/WF034_FO.bmp,lure,4,2
0-Back,NegFace,Stimuli/BM05_FO.bmp,nonlure,4,2
0-Back,NegFace,Stimuli/BM05_FO.bmp,lure,4,2
Cue2Back,Faces,,,5,2
2-Back,PosFace,Stimuli/13F_HO.bmp,nonlure,5,2
2-Back,PosFace,Stimuli/29M_HO.bmp,nonlure,5,2
2-Back,PosFace,Stimuli/13F_HO.bmp,target,5,2
2-Back,PosFace,Stimuli/29M_HO.bmp,target,5,2
2-Back,PosFace,Stimuli/HF02_HO.bmp,nonlure,5,2
2-Back,PosFace,Stimuli/HF02_HO.bmp,lure,5,2
2-Back,PosFace,Stimuli/WM01_HO.bmp,nonlure,5,2
2-Back,PosFace,Stimuli/WF03_HO.bmp,nonlure,5,2
2-Back,PosFace,Stimuli/BM026_HO.bmp,nonlure,5,2
2-Back,PosFace,Stimuli/BM026_HO.bmp,lure,5,2
Cue2Back,,,,6,2
2-Back,Places,Stimuli/PL_034_FOXISLAND.bmp,nonlure,6,2
2-Back,Places,Stimuli/PL_044_SCENE01.bmp,nonlure,6,2
2-Back,Places,Stimuli/PL_044_SCENE01.bmp,lure,6,2
2-Back,Places,Stimuli/PL_041_LEXINGTON17.bmp,nonlure,6,2
2-Back,Places,Stimuli/PL_043_LEXINGTON19.bmp,nonlure,6,2
2-Back,Places,Stimuli/PL_041_LEXINGTON17.bmp,target,6,2
2-Back,Places,Stimuli/PL_043_LEXINGTON19.bmp,target,6,2
2-Back,Places,Stimuli/PL_040_LEXINGTON16.bmp,nonlure,6,2
2-Back,Places,Stimuli/PL_040_LEXINGTON16.bmp,lure,6,2
2-Back,Places,Stimuli/o89.1.bmp,nonlure,6,2
Cue0Back,Faces,Stimuli/LF209_NC.bmp,target,7,2
0-Back,NeutFace,Stimuli/BM04_NC.bmp,nonlure,7,2
0-Back,NeutFace,Stimuli/AM04_NC.bmp,nonlure,7,2
0-Back,NeutFace,Stimuli/LF209_NC.bmp,target,7,2
0-Back,NeutFace,Stimuli/BM04_NC.bmp,lure,7,2
0-Back,NeutFace,Stimuli/LF209_NC.bmp,target,7,2
0-Back,NeutFace,Stimuli/AF235_NC.bmp,nonlure,7,2
0-Back,NeutFace,Stimuli/AM04_NC.bmp,lure,7,2
0-Back,NeutFace,Stimuli/WM036_NC.bmp,nonlure,7,2
0-Back,NeutFace,Stimuli/WM036_NC.bmp,lure,7,2
0-Back,NeutFace,Stimuli/BF201_NC.bmp,nonlure,7,2
Cue0Back,Place,Stimuli/PL_047_SCENE04.bmp,target,8,2
0-Back,Place,Stimuli/PL_046_SCENE03.bmp,nonlure,8,2
0-Back,Place,Stimuli/PL_045_SCENE02.bmp,nolure,8,2
0-Back,Place,Stimuli/PL_046_SCENE03.bmp,lure,8,2
0-Back,Place,Stimuli/PL_048_SCENE05.bmp,nonlure,8,2
0-Back,Place,Stimuli/PL_045_SCENE02.bmp,lure,8,2
0-Back,Place,Stimuli/PL_047_SCENE04.bmp,target,8,2
0-Back,Place,Stimuli/PL_047_SCENE04.bmp,target,8,2
0-Back,Place,Stimuli/PL_049_SCENE06.bmp,nonlure,8,2
0-Back,Place,Stimuli/PL_050_SCENE07.bmp,nonlure,8,2
0-Back,Place,Stimuli/PL_048_SCENE05.bmp,lure,8,2
